4	29
5	36
8	29
10	38
11	57
12	57
13	60
14	37
15	57
19	42
20	52
21	38
22	49
23	57
24	94
25	90
27	35
29	166
32	73
34	197
35	39
40	42
44	37
45	29
46	29
47	208
50	57
53	47
54	52
55	56
56	57
57	29
58	66
59	37
61	35
62	63
63	46
66	98
67	33
68	57
70	123
74	41
75	58
76	50
79	31
80	49
81	35
83	72
85	48
88	57
90	32
91	29
96	118
98	29
100	44
101	38
102	57
103	35
104	35
106	31
107	47
109	95
113	40
116	57
117	60
118	32
119	246
120	74
121	42
123	46
124	32
125	48
126	29
127	63
132	85
133	51
138	73
139	51
140	52
141	57
142	57
144	134
145	134
146	57
148	31
149	32
151	40
156	49
157	38
158	44
159	63
162	141
176	46
180	33
181	57
182	60
184	47
185	37
186	57
187	65
188	43
189	47
190	80
194	30
195	31
196	57
198	36
200	57
201	57
202	45
204	57
206	79
207	111
210	569
211	932
214	6132
215	6341
218	47
222	41
223	57
224	55
230	30
231	63
234	73
235	49
239	57
240	36
242	140
243	45
244	154
246	31
250	61
251	54
252	57
255	57
256	57
257	72
258	57
260	165
261	57
262	44
265	60
267	57
268	83
269	40
270	57
273	35
274	42
275	57
276	30
278	102
279	316
281	53
282	36
284	77
285	53
287	39
289	37
290	37
292	57
293	37
295	57
296	30
297	444
299	70
300	65
302	61
306	43
307	37
309	62
310	39
311	35
312	57
313	162
314	29
316	53
317	83
320	1986
326	98
327	152
328	57
330	30
331	53
333	73
334	57
336	31
337	33
341	31
342	39
343	36
344	57
346	40
347	48
348	51
349	57
350	73
352	72
353	136
354	105
355	97
356	203
359	2667
366	5952
369	36
370	60
371	31
372	37
373	90
376	33
378	152
379	73
380	57
381	37
382	35
384	105
386	41
388	153
395	29
398	30
400	44
403	32
404	57
405	57
406	130
407	57
409	51
411	47
412	57
413	57
414	79
415	120
416	44
417	204
418	346
420	57
421	57
422	35
425	57
426	57
427	66
429	49
431	93
432	52
433	31
434	74
436	57
438	54
439	35
440	34
441	76
443	42
444	60
446	32
447	57
448	57
449	34
450	33
452	47
455	102
456	116
457	235
458	30
461	52
464	35
465	63
466	63
467	1807
468	52
471	29
472	48
474	36
475	32
476	57
477	101
478	114
479	72
480	60
481	39
482	106
484	30
485	30
486	110
488	47
490	29
491	57
492	53
493	44
494	29
495	61
496	84
498	55
500	153
501	57
503	72
504	55
507	188
508	29
511	70
512	32
514	49
515	69
520	57
522	60
524	91
525	57
527	57
529	209
531	33
532	72
533	70
535	57
536	54
538	50
543	43
545	94
546	57
548	129
550	86
551	69
552	69
553	36
554	83
555	106
558	136
559	57
560	31
561	62
565	32
567	42
569	57
584	57
586	34
588	57
590	57
591	129
592	63
593	71
594	162
596	55
597	62
598	36
599	30
601	48
602	35
603	36
604	42
605	29
608	337
609	81
613	32
614	57
615	41
616	39
618	69
619	49
622	83
623	149
624	39
625	44
628	34
629	29
634	49
635	55
636	94
637	38
640	129
642	29
643	29
644	36
650	49
651	39
653	29
654	132
655	79
656	57
657	63
658	101
662	61
664	47
671	42
672	29
674	57
675	48
676	57
678	35
680	314
681	114
684	620
685	51
686	67
687	69
691	32
692	61
693	29
694	30
695	31
696	57
697	83
700	29
701	50
702	29
703	32
705	39
709	57
710	138
712	42
714	98
719	47
723	29
726	57
728	35
729	30
730	33
732	33
733	57
735	52
736	38
755	47750
761	33
762	30
763	35
766	32
768	40
769	57
770	57
772	51
773	49
774	36
775	32
777	57
778	36
779	57
780	79
781	73
785	333
788	29
790	31
792	33
793	57
794	57
796	40
797	42
798	87
800	57
801	40
803	30
804	30
805	135
807	137
808	57
809	86
811	33
812	105
815	83
818	38
819	69
821	40
822	46
825	32
826	57
827	105
832	57
834	30
839	42
840	39
841	82
842	65
843	57
844	121
845	57
847	73
848	31
849	49
850	39
851	49
852	57
855	56
856	57
857	39
859	86
860	44
861	29
864	48
865	41
869	34
873	99
874	189
875	1334
880	85
881	120
884	57
891	38
892	50
895	32
896	40
897	57
898	57
899	51
900	57
901	88
903	107
904	8824
905	1676
909	11303
914	57
915	44
916	32
917	31
918	34
919	32
921	57
922	35
924	57
926	80
927	186
928	57
932	41
933	39
934	36
936	102
937	74
939	52
941	57
942	77
945	76
947	35
948	31
949	51
950	40
951	118
952	46
953	245
954	137
956	33
958	98
959	38
960	42
961	38
962	51
963	57
964	76
965	70
967	29
972	57
976	57
977	57
978	47
979	82
980	94
981	135
983	138
990	35
992	44
993	102
994	57
995	29
996	68
999	79
1001	55
1002	112
1004	32
1005	101
1006	57
1007	210
1009	290
1010	57
1011	29
1012	30
1014	222
1015	222
1018	57
1019	32
1020	57
1021	42
1022	172
1023	81
1026	100
1027	29
1030	35
1032	57
1034	91
1036	68
1039	73
1040	121
1041	72
1042	57
1043	57
1044	57
1045	85
1046	57
1051	38
1052	41
1054	122
1059	29
1060	77
1061	43
1062	57
1063	44
1064	82
1065	46
1066	57
1069	65
1070	54
1071	31
1075	38
1079	159
1080	207
1082	35
1083	55
1085	84
1086	57
1090	52
1091	39
1093	29
1097	80
1098	57
1100	36
1101	168
1102	63
1103	34
1104	36
1105	74
1106	40
1132	31
1133	36
1134	52
1135	38
1136	42
1137	36
1139	57
1140	57
1141	79
1143	57
1144	57
1146	57
1147	72
1148	213
1149	30
1150	57
1151	31
1152	45
1153	57
1155	30
1156	30
1158	56
1159	48
1161	34
1162	77
1164	57
1165	57
1167	39
1168	33
1169	29
1170	57
1172	92
1174	75
1175	33
1176	29
1177	44
1178	609
1179	53
1187	57
1188	45
1191	42
1192	30
1195	31
1197	31
1199	87
1203	62
1207	51
1208	37
1210	30
1212	30
1215	74
1216	57
1217	57
1218	30
1219	57
1221	30
1222	57
1224	81
1225	60
1226	41
1232	32
1233	57
1234	35
1235	44
1236	33
1237	78
1238	34
1239	42
1240	57
1242	294
1243	70
1246	168
1248	203
1250	196
1251	90
1254	437
1255	180
1256	76
1258	40
1259	40
1261	78
1262	57
1264	79
1265	165
1266	34
1267	39
1268	29
1269	139
1270	57
1271	34
1273	29
1275	34
1278	30
1281	38
1284	35
1286	49
1287	57
1288	57
1289	57
1290	29
1291	33
1293	34
1295	37
1296	30
1297	42
1298	58
1299	60
1300	32
1301	91
1302	57
1304	57
1305	182
1306	60
1308	57
1309	47
1310	36
1313	31
1314	63
1315	57
1317	57
1319	37
1320	30
1321	57
1324	73
1329	69
1331	35
1332	57
1333	50
1334	57
1335	46
1337	57
1338	29
1339	77
1341	34
1344	47
1346	36
1347	57
1349	57
1356	32
1357	81
1358	49
1359	2361
1361	38
1362	230
1366	2676
1369	35
1370	46
1372	52
1373	44
1375	55
1378	94
1379	39
1380	33
1381	30
1385	57
1386	46
1387	57
1389	57
1390	31
1393	109
1394	46
1397	57
1398	46
1399	39
1400	38
1401	29
1402	36
1403	49
1405	48
1407	57
